filename,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
Asian Koel_test_XC416848 original.wav,-436.87921142578125,-8.221339225769043,-44.22406005859375,-31.495845794677734,29.417463302612305,26.771167755126953,-4.382745265960693,-28.01422119140625,-19.171770095825195,26.392749786376953,0.6446678638458252,2.4338173866271973,-1.9904046058654785
Asian Koel_test_XC426536 7.wav,-508.665771484375,-6.832297325134277,-29.662620544433594,6.893144607543945,-3.668238639831543,-0.710313081741333,7.229559421539307,-4.085411548614502,-3.824631690979004,2.7179505825042725,-1.0262956619262695,3.4327902793884277,5.515377044677734
Asian Koel_test_XC446387 10.wav,-346.10919189453125,78.00455474853516,2.4377362728118896,-9.033303260803223,4.08225679397583,8.410876274108887,-3.673457145690918,-13.326835632324219,-13.961583137512207,-9.164548873901367,-12.573624610900879,-8.335174560546875,-9.348855018615723
Asian Koel_test_XC454504 0.wav,-651.8885498046875,86.68737030029297,-9.116436004638672,13.681066513061523,-4.55762243270874,3.7835280895233154,-6.887200832366943,-13.97152328491211,-1.869232416152954,-4.681886196136475,-7.6760478019714355,-0.26085415482521057,-9.151043891906738
Asian Koel_test_XC461162 0.wav,-320.30023193359375,41.34241485595703,-23.567472457885742,-5.9672064781188965,9.610400199890137,19.19070053100586,2.7612814903259277,-7.917602062225342,-5.9952497482299805,5.523619651794434,0.978174090385437,1.9382109642028809,-6.4972825050354
Asian Koel_test_XC461634 original.wav,-451.0777587890625,90.85356903076172,-16.262845993041992,13.866987228393555,-8.270098686218262,20.692119598388672,11.020628929138184,-11.967618942260742,-9.3812894821167,27.999231338500977,-6.471828937530518,1.956066370010376,-0.00707883620634675
Asian Koel_test_XC531612 1.wav,-616.0890502929688,26.620882034301758,-41.0284423828125,-36.430931091308594,-0.24591609835624695,10.857240676879883,1.9540138244628906,-13.977875709533691,-13.18894100189209,12.507304191589355,9.13000774383545,-4.039320945739746,-8.139298439025879
Asian Koel_test_XC576721 8.wav,-425.3763122558594,29.149810791015625,-86.80079650878906,-44.013423919677734,-37.21254348754883,-30.805973052978516,-31.38286590576172,-10.799530982971191,-14.215723991394043,-4.729334831237793,-3.4392402172088623,3.1191885471343994,-8.781578063964844
Asian Koel_test_XC578005 original.wav,-410.6659851074219,30.55059051513672,-10.039265632629395,26.595420837402344,1.7283525466918945,-20.775981903076172,1.5515590906143188,20.843799591064453,-11.9807767868042,-15.001784324645996,8.819334030151367,-4.1276164054870605,-6.3637189865112305
Asian Koel_test_XC591315 3.wav,-530.9532470703125,51.08475875854492,11.573001861572266,9.684122085571289,8.114362716674805,13.261019706726074,12.621288299560547,6.2238240242004395,-8.549321174621582,-4.988512992858887,4.723010063171387,4.834549903869629,2.190692901611328
Asian Koel_test_XC591315 5.wav,-502.7261962890625,44.67245101928711,-20.95220184326172,6.885561943054199,28.309551239013672,36.59975814819336,-11.283090591430664,-14.520753860473633,7.502007961273193,18.943130493164062,-4.240842819213867,-16.387062072753906,13.442628860473633
Asian Koel_test_XC594949 1.wav,-478.1413879394531,39.449554443359375,-33.18022537231445,-26.87746238708496,22.736814498901367,4.208296775817871,-15.601574897766113,-10.913537979125977,-4.135662078857422,14.141253471374512,2.4692494869232178,2.1023383140563965,-8.319053649902344
Asian Koel_test_XC594949 23.wav,-529.1790161132812,61.191993713378906,-10.536628723144531,-8.666126251220703,3.5300607681274414,3.9458816051483154,-3.776885986328125,-2.257451295852661,-0.7630711793899536,11.506662368774414,4.772814750671387,4.544556140899658,-0.9188196063041687
Asian Koel_test_XC594949 42.wav,-525.6412963867188,59.50642776489258,-16.382389068603516,-11.994510650634766,-2.6192996501922607,-1.4156715869903564,-6.490076065063477,-3.4451916217803955,-2.249356985092163,9.092124938964844,0.34743404388427734,0.26401567459106445,-3.0159831047058105
Asian Koel_test_XC594949 43.wav,-522.9827270507812,57.940208435058594,-15.18150806427002,-12.721904754638672,-1.4697396755218506,-0.15592025220394135,-5.048745632171631,-4.418787479400635,-1.4320886135101318,8.157400131225586,0.07261857390403748,0.6949456930160522,-2.322483777999878
Asian Koel_test_XC594949 4.wav,-494.21575927734375,44.611534118652344,-16.1914119720459,-23.477270126342773,9.093490600585938,8.365341186523438,-5.518148899078369,-14.070817947387695,-1.2618790864944458,18.355205535888672,4.778725624084473,-0.9063487648963928,-2.726475238800049
Asian Koel_test_XC594951 0.wav,-487.9405822753906,77.62499237060547,-30.492021560668945,-12.268844604492188,15.830845832824707,20.51410484313965,-9.789605140686035,-12.337139129638672,-7.58611536026001,6.4050774574279785,1.4330272674560547,0.2237478643655777,-6.809883117675781
Asian Koel_test_XC635320 0.wav,-453.43939208984375,57.58108139038086,-25.04799461364746,-36.918922424316406,-0.09275919944047928,8.901124000549316,0.08115024119615555,3.202946424484253,-22.204851150512695,-6.74353551864624,-3.712829351425171,5.55103063583374,-13.002591133117676
Asian Koel_test_XC717549 3.wav,-441.8447570800781,43.1245002746582,-38.724998474121094,-23.81822395324707,-9.402322769165039,9.420003890991211,-6.698249816894531,-11.699341773986816,-11.023392677307129,12.135555267333984,2.020958185195923,-1.6984305381774902,-15.206062316894531
Asian Koel_test_XC722516 0.wav,-572.17041015625,11.587284088134766,-56.07173538208008,-30.070636749267578,-3.484265089035034,19.177661895751953,7.8664045333862305,-7.320970058441162,-0.09961819648742676,8.743925094604492,3.645456314086914,-2.9738454818725586,-7.580245018005371
Asian Koel_train_XC161198 0.wav,-522.6234741210938,67.31454467773438,1.4218703508377075,-22.6542911529541,24.759700775146484,46.45961380004883,13.466631889343262,-11.369562149047852,-18.000734329223633,16.26462745666504,14.58167839050293,8.034242630004883,-4.292838096618652
Asian Koel_train_XC161199 0.wav,-473.18145751953125,-11.382061958312988,-38.087196350097656,-57.752906799316406,5.766116619110107,11.720108985900879,-0.5368779301643372,-7.451207637786865,-4.0946760177612305,24.662355422973633,8.091143608093262,-5.9207305908203125,-7.492686748504639
Asian Koel_train_XC161199 1.wav,-484.8138122558594,-11.992457389831543,-48.16539001464844,-47.87451934814453,17.683015823364258,19.15398406982422,-11.503767013549805,-15.856560707092285,0.9674220681190491,26.331207275390625,1.7608275413513184,-4.622893810272217,-0.29713475704193115
Asian Koel_train_XC161199 2.wav,-483.94097900390625,-18.489492416381836,-48.49040985107422,-46.041202545166016,18.598716735839844,13.403668403625488,-23.64664077758789,-8.387922286987305,7.977933883666992,26.289155960083008,-1.2458257675170898,-3.341323137283325,3.3690249919891357
Asian Koel_train_XC161431 2.wav,-585.9913330078125,-33.42670440673828,-75.09496307373047,-36.67512130737305,3.720780372619629,20.651714324951172,6.842864036560059,9.585205078125,1.0899724960327148,12.499309539794922,-14.452892303466797,2.685333251953125,-5.569124221801758
Asian Koel_train_XC161431 4.wav,-538.0988159179688,-55.64204788208008,-70.57953643798828,-15.751972198486328,9.914788246154785,3.0935003757476807,3.1645212173461914,14.76815414428711,-0.003751687705516815,5.322685718536377,-6.106525421142578,5.94978141784668,-16.18671417236328
Asian Koel_train_XC161431 5.wav,-590.49609375,-15.696602821350098,-20.895713806152344,-12.654350280761719,-5.585281848907471,3.418769359588623,4.613466262817383,6.1547322273254395,-0.8901371359825134,9.288535118103027,-7.142911911010742,1.6206634044647217,-9.791293144226074
Asian Koel_train_XC161431 6.wav,-577.3162231445312,-49.458229064941406,-35.92861557006836,-9.021634101867676,-2.2401435375213623,2.235408067703247,-1.7994444370269775,12.983941078186035,8.207741737365723,0.2959737181663513,-4.537217140197754,4.108977794647217,-15.80971908569336
Asian Koel_train_XC161968 0.wav,-519.818603515625,-20.825563430786133,-6.1280035972595215,-6.968940258026123,-12.257862091064453,7.269517421722412,-12.434694290161133,-13.473608016967773,-8.663811683654785,-15.055438995361328,23.511350631713867,-10.716934204101562,7.154758453369141
Asian Koel_train_XC161968 1.wav,-542.1638793945312,-8.974919319152832,-3.5559661388397217,-20.329017639160156,-6.227420806884766,16.20066261291504,-21.15839195251465,-21.99763298034668,-7.001916408538818,-17.38565444946289,26.113800048828125,-13.650192260742188,9.950933456420898
Asian Koel_train_XC162827 0.wav,-628.4991455078125,19.15401268005371,-29.702526092529297,-33.647708892822266,-9.230819702148438,-1.8648344278335571,-5.407952308654785,-6.0859599113464355,-6.7881669998168945,4.028852462768555,5.974599361419678,11.989466667175293,10.134055137634277
Asian Koel_train_XC162827 1.wav,-602.6103515625,14.994535446166992,-36.83847427368164,-42.0675048828125,-8.88575267791748,-2.255784511566162,-6.82237434387207,-3.632810592651367,-11.248172760009766,3.5848093032836914,8.473601341247559,16.171852111816406,9.434954643249512
Asian Koel_train_XC162828 1.wav,-535.974365234375,29.381040573120117,-46.15416717529297,-63.29283142089844,-18.11553382873535,0.37383756041526794,4.105116367340088,-0.5913887619972229,-14.06839370727539,0.9189918041229248,3.557385206222534,19.073101043701172,9.0152587890625
Asian Koel_train_XC162828 2.wav,-579.8021240234375,36.01313400268555,-35.377105712890625,-56.18291473388672,-20.390029907226562,-8.4992094039917,-1.4408096075057983,-2.84531307220459,-8.883856773376465,2.7711679935455322,4.526015758514404,19.112083435058594,11.130640983581543
Asian Koel_train_XC164679 1.wav,-386.1212463378906,100.21466827392578,-35.215511322021484,3.3973898887634277,-20.50484848022461,-6.07714319229126,-20.36863136291504,-6.2077107429504395,-10.523482322692871,-1.834208607673645,-14.089584350585938,2.8628287315368652,-7.301090240478516
Asian Koel_train_XC164679 2.wav,-392.69793701171875,91.19992065429688,-38.30558776855469,5.872188091278076,-19.20467758178711,-6.9388508796691895,-20.675386428833008,-1.072611927986145,-14.252586364746094,-1.2570295333862305,-8.650078773498535,-1.3546619415283203,-6.643030643463135
Asian Koel_train_XC164679 4.wav,-401.00225830078125,97.3546142578125,-39.51132583618164,6.510154724121094,-22.861225128173828,-0.6197240352630615,-22.641313552856445,-2.6409220695495605,-13.219237327575684,1.020361304283142,-9.597114562988281,-2.7054929733276367,-4.339430332183838
Asian Koel_train_XC166251 0.wav,-614.7010498046875,-23.400951385498047,-70.11383056640625,-42.53021240234375,22.059429168701172,26.18331527709961,9.37978744506836,2.324885606765747,-4.97134256362915,3.1187033653259277,-13.535895347595215,0.959159791469574,-3.247244358062744
Asian Koel_train_XC166251 1.wav,-590.7619018554688,-18.886409759521484,-87.6523666381836,-50.27837371826172,14.936992645263672,30.65314292907715,18.545917510986328,8.714841842651367,-8.607745170593262,-2.866950750350952,-13.532872200012207,-0.5313730239868164,-0.875138521194458
Asian Koel_train_XC166251 2.wav,-537.7566528320312,-21.07628631591797,-95.1463394165039,-44.54187774658203,6.303164958953857,37.64073181152344,17.534135818481445,6.664186477661133,-9.97250747680664,-2.2934165000915527,-11.797004699707031,-3.2346553802490234,-2.0402421951293945
Asian Koel_train_XC166251 3.wav,-593.769775390625,6.084866523742676,-66.47074890136719,-44.00917434692383,7.9110541343688965,27.904052734375,15.572883605957031,4.586016654968262,-6.747015476226807,-5.994388580322266,-10.04330062866211,-1.1344929933547974,0.25657835602760315
Asian Koel_train_XC166251 4.wav,-583.8465576171875,0.15388359129428864,-76.63270568847656,-46.70774841308594,11.668594360351562,28.680816650390625,16.392677307128906,6.722641944885254,-8.559935569763184,-4.295555114746094,-12.991028785705566,-0.1584332287311554,0.2897564470767975
Asian Koel_train_XC175484 original.wav,-357.3891296386719,-76.21391296386719,65.06334686279297,-43.70669937133789,13.480807304382324,8.98564624786377,6.7420268058776855,6.043627738952637,-16.15264320373535,4.966846942901611,-7.147778511047363,12.534673690795898,-1.2810908555984497
Asian Koel_train_XC175830 original.wav,-423.8113098144531,-1.4917147159576416,-63.59839630126953,-80.53496551513672,6.692141056060791,11.520608901977539,-25.93410301208496,-20.712432861328125,-15.688661575317383,29.396514892578125,17.013551712036133,-1.9481267929077148,0.6864193677902222
Asian Koel_train_XC179229 10.wav,-478.7054748535156,56.9285774230957,7.497934341430664,-22.7777156829834,28.654727935791016,-3.7672786712646484,0.9301676154136658,-20.116756439208984,-3.390180826187134,13.980649948120117,-3.7708752155303955,-1.9786673784255981,-3.6970717906951904
Asian Koel_train_XC179229 11.wav,-466.2921142578125,44.59527587890625,-5.279394626617432,-17.842891693115234,39.96751022338867,-2.8131375312805176,-10.57744312286377,-24.293163299560547,8.48528003692627,20.54522132873535,-14.972382545471191,-6.778442859649658,4.544590473175049
Asian Koel_train_XC179229 1.wav,-447.9511413574219,45.83415985107422,-13.384840965270996,-24.26809310913086,37.48112487792969,1.8708745241165161,-4.601946830749512,-23.419010162353516,-2.6752068996429443,13.280062675476074,3.455078601837158,-1.5179839134216309,-5.080078125
Asian Koel_train_XC179229 2.wav,-460.9449768066406,47.46065139770508,-6.647164344787598,-21.06194305419922,33.44886779785156,-0.8265587687492371,-1.0324513912200928,-19.900875091552734,-3.1612672805786133,8.24013900756836,1.2180613279342651,-2.6782093048095703,-4.8776631355285645
Asian Koel_train_XC179229 3.wav,-460.0883483886719,56.66413116455078,-5.722370147705078,-33.84036636352539,32.60551071166992,7.153398513793945,6.45321798324585,-29.143314361572266,-9.023853302001953,18.861125946044922,0.8106920719146729,-5.613813400268555,-1.6350445747375488
Asian Koel_train_XC179229 6.wav,-464.544921875,58.88180160522461,-0.28852275013923645,-33.05030822753906,33.159950256347656,3.1750059127807617,2.843101739883423,-26.02665138244629,-9.502738952636719,20.805810928344727,3.4953153133392334,-5.894923210144043,-6.959482192993164
Asian Koel_train_XC179229 7.wav,-470.1961975097656,54.52593994140625,2.5457868576049805,-28.57718849182129,33.247406005859375,3.338120698928833,1.8424081802368164,-24.436630249023438,-5.78323221206665,22.18699073791504,-1.703896403312683,-8.529520034790039,-6.1008453369140625
Asian Koel_train_XC179229 9.wav,-459.99041748046875,45.321807861328125,-5.014453411102295,-22.86408042907715,41.4520378112793,0.9571208357810974,-10.998046875,-27.361812591552734,6.115365505218506,25.094284057617188,-15.0697660446167,-9.836906433105469,3.7128758430480957
Asian Koel_train_XC181991 0.wav,-551.2246704101562,1.4741125106811523,-79.19256591796875,7.565977096557617,-13.33424186706543,18.67572784423828,11.103249549865723,3.6012661457061768,-9.005623817443848,10.632952690124512,1.4054203033447266,3.790431022644043,-7.286163806915283
Asian Koel_train_XC181992 0.wav,-388.9677429199219,26.277074813842773,-60.91836929321289,-4.48413610458374,-33.56828308105469,-10.384129524230957,-8.085318565368652,1.8047138452529907,-11.113036155700684,1.79694402217865,1.6781415939331055,6.411459445953369,-9.839174270629883
Asian Koel_train_XC181992 1.wav,-393.34735107421875,31.0197696685791,-59.618263244628906,-8.42735481262207,-32.279762268066406,-5.720491409301758,-2.156541585922241,-3.3895835876464844,-17.088905334472656,5.080333709716797,6.075402736663818,5.170412540435791,-11.060880661010742
Asian Koel_train_XC182810 1.wav,-308.0054931640625,24.536216735839844,1.7917590141296387,7.050497531890869,18.027772903442383,7.920460224151611,12.032066345214844,6.417449951171875,8.527691841125488,9.1165189743042,9.567230224609375,7.130145072937012,5.128199577331543
Asian Koel_train_XC189420 0.wav,-528.9501342773438,3.73569393157959,-72.33766174316406,-66.11815643310547,24.097976684570312,55.1135139465332,8.606945991516113,-19.83854866027832,-12.040742874145508,18.594688415527344,-4.62377405166626,-9.294713973999023,1.2862026691436768
Asian Koel_train_XC189420 2.wav,-573.3497314453125,16.522109985351562,-79.29379272460938,-70.92813110351562,27.613967895507812,55.866214752197266,10.421830177307129,-22.47097396850586,-12.54642105102539,15.834954261779785,-1.8314175605773926,-9.39725112915039,2.868781328201294
Asian Koel_train_XC190308 2.wav,-363.67730712890625,-1.4335294961929321,-2.9525740146636963,26.662927627563477,-6.628999710083008,27.112314224243164,13.398987770080566,3.6772706508636475,-9.867960929870605,9.995945930480957,2.2490999698638916,11.288568496704102,1.29324209690094
Asian Koel_train_XC190308 3.wav,-402.8580627441406,-0.6269446015357971,5.380129814147949,38.405487060546875,-2.5716304779052734,21.080347061157227,-2.050830602645874,11.603614807128906,-4.481808185577393,8.62608528137207,0.7204977869987488,7.869664669036865,1.9589847326278687
Asian Koel_train_XC190874 original.wav,-528.2704467773438,-33.11711502075195,-62.8212890625,-8.102158546447754,-7.852292060852051,5.634820461273193,6.289721965789795,10.313899040222168,16.331527709960938,-6.087411403656006,-7.2097649574279785,-1.8124277591705322,-12.686525344848633
Asian Koel_train_XC194196 0.wav,-464.142822265625,8.241085052490234,-43.14289093017578,2.044734001159668,-6.60167932510376,4.335014820098877,-10.442395210266113,-8.4737548828125,-4.577779293060303,1.5835936069488525,-5.560307502746582,-3.8411269187927246,-5.401772975921631
Asian Koel_train_XC194196 2.wav,-452.64093017578125,2.969451427459717,-41.49625015258789,1.2854771614074707,-9.920308113098145,10.149731636047363,-8.935515403747559,-15.0466890335083,-3.8932535648345947,3.497119903564453,-6.890623569488525,-3.989250898361206,-4.2981791496276855
Asian Koel_train_XC194196 3.wav,-470.6673889160156,17.48582649230957,-40.467227935791016,-9.36157512664795,-1.32436203956604,3.212486982345581,-12.332218170166016,-10.918746948242188,-6.721875190734863,2.2947070598602295,-6.915703296661377,-5.814255714416504,-4.80433988571167
Asian Koel_train_XC194905 original.wav,-429.7196960449219,40.15768051147461,58.344139099121094,-26.588926315307617,41.536659240722656,5.326568126678467,10.347838401794434,-5.507497310638428,8.668848991394043,3.6740498542785645,15.169205665588379,-3.0993893146514893,9.033222198486328
Asian Koel_train_XC196583 1.wav,-724.1950073242188,81.23827362060547,-0.8848810791969299,16.36435890197754,-7.205814838409424,-0.7824710011482239,-7.753363609313965,-12.3159818649292,-10.352766990661621,-11.227473258972168,-13.272361755371094,-8.528141975402832,-13.785871505737305
Asian Koel_train_XC196584 2.wav,-649.9356079101562,85.02885437011719,-9.21094799041748,13.037047386169434,-4.583879470825195,3.3037819862365723,-12.216471672058105,-16.69850730895996,-13.781458854675293,-6.832650661468506,-15.365243911743164,-9.780543327331543,-18.922685623168945
Asian Koel_train_XC196584 5.wav,-644.7557983398438,82.09786224365234,-9.561850547790527,9.20452880859375,-1.4816861152648926,2.941300392150879,-13.336441040039062,-17.9419002532959,-13.56106185913086,-5.2747883796691895,-18.154438018798828,-9.778310775756836,-18.217025756835938
Asian Koel_train_XC201538 0.wav,-452.9592590332031,-20.259735107421875,2.52601957321167,-18.6627140045166,-22.830982208251953,44.91268539428711,9.698479652404785,-21.44529151916504,-7.330992221832275,6.117578506469727,2.421233892440796,-6.87515926361084,-0.8025243878364563
Asian Koel_train_XC201538 1.wav,-482.3646240234375,-12.950836181640625,6.456074237823486,-17.591297149658203,-21.764089584350586,38.229713439941406,12.258445739746094,-13.747700691223145,-6.241055965423584,0.4963267743587494,-0.2743351459503174,-0.9401067495346069,-1.353224515914917
Asian Koel_train_XC201538 2.wav,-483.1318359375,-8.794511795043945,14.365381240844727,-17.86160659790039,-30.689603805541992,37.16796112060547,13.065041542053223,-8.666921615600586,-5.7728729248046875,-4.933354377746582,-2.0867936611175537,-3.1145095825195312,-1.9245833158493042
Asian Koel_train_XC201538 3.wav,-473.9494934082031,-5.624414443969727,23.640655517578125,-15.016653060913086,-41.558650970458984,21.755735397338867,9.652975082397461,-5.449708461761475,1.140285611152649,-2.7676424980163574,-0.9031230211257935,-0.3223245143890381,-1.6338510513305664
Asian Koel_train_XC203530 0.wav,-455.9997863769531,35.596622467041016,-12.615386009216309,20.129531860351562,4.553123474121094,12.598472595214844,1.174647569656372,-1.4051733016967773,-23.517044067382812,-2.376847743988037,4.386505126953125,1.1818827390670776,-4.053032398223877
Asian Koel_train_XC208590 0.wav,-390.0441589355469,56.679805755615234,25.479101181030273,-0.42708754539489746,33.12698745727539,8.410346984863281,7.527292251586914,20.26685905456543,-20.201045989990234,18.886825561523438,8.731011390686035,4.084540367126465,-12.113451957702637
Asian Koel_train_XC209025 0.wav,-300.75506591796875,75.12923431396484,1.7665282487869263,9.459144592285156,24.710342407226562,18.852928161621094,1.7170511484146118,6.229130744934082,0.19165660440921783,14.555841445922852,7.722777843475342,6.545949935913086,2.9868557453155518
Asian Koel_train_XC209025 1.wav,-295.5079650878906,83.33589172363281,-7.417254447937012,2.8928253650665283,35.56037902832031,14.716858863830566,-1.8759821653366089,15.025238037109375,2.3836514949798584,7.61937141418457,5.361819267272949,5.1294169425964355,2.462118148803711
Asian Koel_train_XC236515 0.wav,-516.8637084960938,63.26692199707031,-39.412540435791016,21.9345760345459,15.429804801940918,14.044170379638672,3.9584193229675293,-9.23438549041748,-6.869420051574707,19.951677322387695,2.5366218090057373,4.1811747550964355,-3.1565608978271484
Asian Koel_train_XC240257 1.wav,-234.0499725341797,46.741729736328125,-48.91606903076172,-17.03339195251465,-5.56026029586792,-2.3679447174072266,-16.90302085876465,-14.262483596801758,-9.721960067749023,-0.11774951964616776,-10.15830135345459,-6.468449115753174,-10.092450141906738
Asian Koel_train_XC252829 original.wav,-326.0367126464844,-18.069185256958008,6.578666687011719,48.207210540771484,19.752477645874023,-16.17962646484375,19.730772018432617,35.88650131225586,-11.557568550109863,-0.9020406007766724,7.322360038757324,-2.6055259704589844,-7.746885299682617
Asian Koel_train_XC290513 1.wav,-506.53662109375,38.01626968383789,-48.63706588745117,-2.2559540271759033,-21.786500930786133,1.556658148765564,-1.317121148109436,-17.749338150024414,2.532707452774048,0.933442234992981,-0.5933379530906677,11.81219482421875,-14.862016677856445
Asian Koel_train_XC290514 0.wav,-568.6776123046875,23.754236221313477,-35.58314514160156,20.87238121032715,-14.828291893005371,-4.844156265258789,-8.94491195678711,-5.194607257843018,3.540260076522827,-3.1458561420440674,-4.842028617858887,-1.4558531045913696,1.3450218439102173
Asian Koel_train_XC290514 1.wav,-588.1925048828125,22.585100173950195,-36.960601806640625,15.805034637451172,0.03675435483455658,-12.223699569702148,-12.49683952331543,1.6010066270828247,4.120310306549072,-6.1429362297058105,-3.652341365814209,-1.5159295797348022,-0.5578783750534058
Asian Koel_train_XC297676 1.wav,-246.0376434326172,10.249290466308594,-10.596731185913086,3.1183342933654785,-4.771424293518066,2.0234720706939697,-22.115760803222656,1.4800245761871338,6.8194074630737305,-11.903076171875,-7.624722003936768,-0.9232323169708252,-6.744363784790039
Asian Koel_train_XC301717 0.wav,-426.6533508300781,84.13558197021484,-19.466928482055664,0.19005528092384338,13.48616886138916,29.335281372070312,16.171772003173828,10.732650756835938,6.546837329864502,13.460667610168457,8.040109634399414,3.667924642562866,0.6700023412704468
Asian Koel_train_XC301717 1.wav,-411.5290832519531,75.4074478149414,-30.62277603149414,-11.452725410461426,25.891876220703125,28.804214477539062,7.517014980316162,-3.3546788692474365,8.181053161621094,33.63227081298828,5.906188488006592,-5.290202617645264,-3.0747430324554443
Asian Koel_train_XC305691 original.wav,-387.7770690917969,41.503971099853516,-58.515750885009766,7.8262715339660645,19.138608932495117,11.3260498046875,-4.806741237640381,2.1097092628479004,-21.23847007751465,16.40608024597168,-3.000316858291626,-2.031559467315674,-4.60962438583374
Asian Koel_train_XC307546 original.wav,-204.09716796875,4.3692240715026855,-82.54214477539062,10.563432693481445,19.023242950439453,-74.41685485839844,-32.76134490966797,13.233327865600586,-16.762348175048828,-8.507318496704102,3.0877416133880615,-9.462465286254883,-19.986961364746094
