filename,species,split
Asian Koel_train_XC417387 0.wav,Asian Koel,train
Asian Koel_train_XC417387 1.wav,Asian Koel,train
Asian Koel_train_XC423125 0.wav,Asian Koel,train
Asian Koel_train_XC423125 2.wav,Asian Koel,train
Asian Koel_train_XC426536 1.wav,Asian Koel,train
Asian Koel_train_XC426536 12.wav,Asian Koel,train
Asian Koel_train_XC426536 2.wav,Asian Koel,train
Asian Koel_train_XC426536 6.wav,Asian Koel,train
Asian Koel_train_XC426538 0.wav,Asian Koel,train
Asian Koel_train_XC426538 1.wav,Asian Koel,train
Asian Koel_train_XC444228 original.wav,Asian Koel,train
Asian Koel_train_XC446387 0.wav,Asian Koel,train
Asian Koel_train_XC446387 1.wav,Asian Koel,train
Asian Koel_train_XC446387 2.wav,Asian Koel,train
Asian Koel_train_XC446387 3.wav,Asian Koel,train
Asian Koel_train_XC446387 4.wav,Asian Koel,train
Asian Koel_train_XC446387 5.wav,Asian Koel,train
Asian Koel_train_XC446387 6.wav,Asian Koel,train
Asian Koel_train_XC446387 7.wav,Asian Koel,train
Asian Koel_train_XC446387 8.wav,Asian Koel,train
Asian Koel_train_XC446387 9.wav,Asian Koel,train
Asian Koel_train_XC450405 1.wav,Asian Koel,train
Asian Koel_train_XC453708 0.wav,Asian Koel,train
Asian Koel_train_XC453708 1.wav,Asian Koel,train
Asian Koel_train_XC453708 2.wav,Asian Koel,train
Asian Koel_train_XC453708 3.wav,Asian Koel,train
Asian Koel_train_XC453708 6.wav,Asian Koel,train
Asian Koel_train_XC454504 1.wav,Asian Koel,train
Asian Koel_train_XC461162 1.wav,Asian Koel,train
Asian Koel_train_XC464464 0.wav,Asian Koel,train
Asian Koel_train_XC464464 1.wav,Asian Koel,train
Asian Koel_train_XC467579 1.wav,Asian Koel,train
Asian Koel_train_XC476378 1.wav,Asian Koel,train
Asian Koel_train_XC476378 10.wav,Asian Koel,train
Asian Koel_train_XC476378 4.wav,Asian Koel,train
Asian Koel_train_XC476378 6.wav,Asian Koel,train
Asian Koel_train_XC476378 7.wav,Asian Koel,train
Asian Koel_train_XC476378 8.wav,Asian Koel,train
Asian Koel_train_XC476817 1.wav,Asian Koel,train
Asian Koel_train_XC476817 4.wav,Asian Koel,train
Asian Koel_train_XC476817 7.wav,Asian Koel,train
Asian Koel_train_XC478476 0.wav,Asian Koel,train
Asian Koel_train_XC478476 1.wav,Asian Koel,train
Asian Koel_train_XC478476 2.wav,Asian Koel,train
Asian Koel_train_XC487516 0.wav,Asian Koel,train
Asian Koel_train_XC487516 1.wav,Asian Koel,train
Asian Koel_train_XC487516 2.wav,Asian Koel,train
Asian Koel_train_XC487516 3.wav,Asian Koel,train
Asian Koel_train_XC514743 0.wav,Asian Koel,train
Asian Koel_train_XC514743 1.wav,Asian Koel,train
Asian Koel_train_XC514743 2.wav,Asian Koel,train
Asian Koel_train_XC518843 1.wav,Asian Koel,train
Asian Koel_train_XC518843 2.wav,Asian Koel,train
Asian Koel_train_XC518843 5.wav,Asian Koel,train
Asian Koel_train_XC531611 1.wav,Asian Koel,train
Asian Koel_train_XC531612 2.wav,Asian Koel,train
Asian Koel_train_XC531791 0.wav,Asian Koel,train
Asian Koel_train_XC531791 1.wav,Asian Koel,train
Asian Koel_train_XC534388 0.wav,Asian Koel,train
Asian Koel_train_XC534388 1.wav,Asian Koel,train
Asian Koel_train_XC538078 0.wav,Asian Koel,train
Asian Koel_train_XC538078 1.wav,Asian Koel,train
Asian Koel_train_XC540848 9.wav,Asian Koel,train
Asian Koel_train_XC547505 0.wav,Asian Koel,train
Asian Koel_train_XC547505 1.wav,Asian Koel,train
Asian Koel_train_XC547505 2.wav,Asian Koel,train
Asian Koel_train_XC547576 1.wav,Asian Koel,train
Asian Koel_train_XC547576 2.wav,Asian Koel,train
Asian Koel_train_XC547576 3.wav,Asian Koel,train
Asian Koel_train_XC551633 0.wav,Asian Koel,train
Asian Koel_train_XC551633 1.wav,Asian Koel,train
Asian Koel_train_XC551633 2.wav,Asian Koel,train
Asian Koel_train_XC551633 3.wav,Asian Koel,train
Asian Koel_train_XC551992 1.wav,Asian Koel,train
Asian Koel_train_XC553185 13.wav,Asian Koel,train
Asian Koel_train_XC560109 0.wav,Asian Koel,train
Asian Koel_train_XC565559 1.wav,Asian Koel,train
Asian Koel_train_XC565559 3.wav,Asian Koel,train
Asian Koel_train_XC568948 0.wav,Asian Koel,train
Asian Koel_train_XC572366 0.wav,Asian Koel,train
Asian Koel_train_XC572366 1.wav,Asian Koel,train
Asian Koel_train_XC574752 1.wav,Asian Koel,train
Asian Koel_train_XC574752 2.wav,Asian Koel,train
Asian Koel_train_XC574752 3.wav,Asian Koel,train
Asian Koel_train_XC575568 0.wav,Asian Koel,train
Asian Koel_train_XC575568 1.wav,Asian Koel,train
Asian Koel_train_XC576721 0.wav,Asian Koel,train
Asian Koel_train_XC576721 1.wav,Asian Koel,train
Asian Koel_train_XC576721 10.wav,Asian Koel,train
Asian Koel_train_XC576721 2.wav,Asian Koel,train
Asian Koel_train_XC576721 3.wav,Asian Koel,train
Asian Koel_train_XC576721 7.wav,Asian Koel,train
Asian Koel_train_XC578003 0.wav,Asian Koel,train
Asian Koel_train_XC578352 0.wav,Asian Koel,train
Asian Koel_train_XC578352 1.wav,Asian Koel,train
Asian Koel_train_XC578352 2.wav,Asian Koel,train
Asian Koel_train_XC585187 0.wav,Asian Koel,train
Asian Koel_train_XC585187 1.wav,Asian Koel,train
Asian Koel_train_XC588843 original.wav,Asian Koel,train
Asian Koel_train_XC589081 0.wav,Asian Koel,train
Asian Koel_train_XC589081 1.wav,Asian Koel,train
Asian Koel_train_XC591315 0.wav,Asian Koel,train
Asian Koel_train_XC591315 2.wav,Asian Koel,train
Asian Koel_train_XC591315 4.wav,Asian Koel,train
Asian Koel_train_XC591315 6.wav,Asian Koel,train
Asian Koel_train_XC594949 0.wav,Asian Koel,train
Asian Koel_train_XC594949 10.wav,Asian Koel,train
Asian Koel_train_XC594949 11.wav,Asian Koel,train
Asian Koel_train_XC594949 13.wav,Asian Koel,train
Asian Koel_train_XC594949 14.wav,Asian Koel,train
Asian Koel_train_XC594949 15.wav,Asian Koel,train
Asian Koel_train_XC594949 16.wav,Asian Koel,train
Asian Koel_train_XC594949 17.wav,Asian Koel,train
Asian Koel_train_XC594949 18.wav,Asian Koel,train
Asian Koel_train_XC594949 19.wav,Asian Koel,train
Asian Koel_train_XC594949 2.wav,Asian Koel,train
Asian Koel_train_XC594949 20.wav,Asian Koel,train
Asian Koel_train_XC594949 22.wav,Asian Koel,train
Asian Koel_train_XC594949 26.wav,Asian Koel,train
Asian Koel_train_XC594949 3.wav,Asian Koel,train
Asian Koel_train_XC594949 30.wav,Asian Koel,train
Asian Koel_train_XC594949 31.wav,Asian Koel,train
Asian Koel_train_XC594949 32.wav,Asian Koel,train
Asian Koel_train_XC594949 35.wav,Asian Koel,train
Asian Koel_train_XC594949 36.wav,Asian Koel,train
Asian Koel_train_XC594949 41.wav,Asian Koel,train
Asian Koel_train_XC594949 47.wav,Asian Koel,train
Asian Koel_train_XC594949 5.wav,Asian Koel,train
Asian Koel_train_XC594949 6.wav,Asian Koel,train
Asian Koel_train_XC594949 7.wav,Asian Koel,train
Asian Koel_train_XC594949 8.wav,Asian Koel,train
Asian Koel_train_XC594949 9.wav,Asian Koel,train
Asian Koel_train_XC594950 1.wav,Asian Koel,train
Asian Koel_train_XC594950 11.wav,Asian Koel,train
Asian Koel_train_XC594950 12.wav,Asian Koel,train
Asian Koel_train_XC594950 15.wav,Asian Koel,train
Asian Koel_train_XC594950 17.wav,Asian Koel,train
Asian Koel_train_XC594950 19.wav,Asian Koel,train
Asian Koel_train_XC594950 20.wav,Asian Koel,train
Asian Koel_train_XC594950 21.wav,Asian Koel,train
Asian Koel_train_XC594950 22.wav,Asian Koel,train
Asian Koel_train_XC594950 4.wav,Asian Koel,train
Asian Koel_train_XC594950 5.wav,Asian Koel,train
Asian Koel_train_XC594950 6.wav,Asian Koel,train
Asian Koel_train_XC594950 8.wav,Asian Koel,train
Asian Koel_train_XC594950 9.wav,Asian Koel,train
Asian Koel_train_XC594951 1.wav,Asian Koel,train
Asian Koel_train_XC594951 2.wav,Asian Koel,train
Asian Koel_train_XC594951 3.wav,Asian Koel,train
Asian Koel_train_XC594951 4.wav,Asian Koel,train
Asian Koel_train_XC594951 5.wav,Asian Koel,train
Asian Koel_train_XC616994 0.wav,Asian Koel,train
Asian Koel_train_XC616994 1.wav,Asian Koel,train
Asian Koel_train_XC635320 1.wav,Asian Koel,train
Asian Koel_train_XC635320 2.wav,Asian Koel,train
Asian Koel_train_XC635320 3.wav,Asian Koel,train
Asian Koel_train_XC648133 0.wav,Asian Koel,train
Asian Koel_train_XC648133 1.wav,Asian Koel,train
Asian Koel_train_XC648133 2.wav,Asian Koel,train
Asian Koel_train_XC648745 1.wav,Asian Koel,train
Asian Koel_train_XC659723 0.wav,Asian Koel,train
Asian Koel_train_XC659723 1.wav,Asian Koel,train
Asian Koel_train_XC717548 0.wav,Asian Koel,train
Asian Koel_train_XC717548 1.wav,Asian Koel,train
Asian Koel_train_XC717549 1.wav,Asian Koel,train
Asian Koel_train_XC717549 2.wav,Asian Koel,train
Asian Koel_train_XC717549 4.wav,Asian Koel,train
Asian Koel_train_XC717550 0.wav,Asian Koel,train
Asian Koel_train_XC717550 1.wav,Asian Koel,train
Asian Koel_train_XC717550 2.wav,Asian Koel,train
Asian Koel_train_XC720533 0.wav,Asian Koel,train
Asian Koel_train_XC720533 1.wav,Asian Koel,train
Asian Koel_train_XC720534 0.wav,Asian Koel,train
Asian Koel_train_XC720534 1.wav,Asian Koel,train
Asian Koel_train_XC720534 2.wav,Asian Koel,train
Asian Koel_train_XC720534 3.wav,Asian Koel,train
Asian Koel_train_XC721360 0.wav,Asian Koel,train
Asian Koel_train_XC721360 1.wav,Asian Koel,train
Asian Koel_train_XC721360 2.wav,Asian Koel,train
Asian Koel_train_XC721360 3.wav,Asian Koel,train
Asian Koel_train_XC721360 4.wav,Asian Koel,train
Asian Koel_train_XC721360 5.wav,Asian Koel,train
Asian Koel_train_XC722515 0.wav,Asian Koel,train
Asian Koel_train_XC722515 3.wav,Asian Koel,train
Asian Koel_train_XC722516 1.wav,Asian Koel,train
Asian Koel_train_XC724425 0.wav,Asian Koel,train
Asian Koel_train_XC724426 0.wav,Asian Koel,train
Asian Koel_train_XC724426 1.wav,Asian Koel,train
Black Kite_train_XC168353 1.wav,Black Kite,train
Black Kite_train_XC268754 1.wav,Black Kite,train
Black Kite_train_XC268754 4.wav,Black Kite,train
Black Kite_train_XC268754 5.wav,Black Kite,train
Black Kite_train_XC268754 6.wav,Black Kite,train
Black Kite_train_XC284649 1.wav,Black Kite,train
Black Kite_train_XC284649 4.wav,Black Kite,train
Black Kite_train_XC284649 5.wav,Black Kite,train
Black Kite_train_XC284649 7.wav,Black Kite,train
Black Kite_train_XC284649 8.wav,Black Kite,train
Black Kite_train_XC292781 0.wav,Black Kite,train
Black Kite_train_XC292781 1.wav,Black Kite,train
Black Kite_train_XC309400 3.wav,Black Kite,train
Black Kite_train_XC309400 4.wav,Black Kite,train
Black Kite_train_XC309400 8.wav,Black Kite,train
Black Kite_train_XC309400 9.wav,Black Kite,train
Black Kite_train_XC309401 0.wav,Black Kite,train
Black Kite_train_XC309401 5.wav,Black Kite,train
Black Kite_train_XC309401 7.wav,Black Kite,train
Black Kite_train_XC311871 28.wav,Black Kite,train
Black Kite_train_XC311871 31.wav,Black Kite,train
Black Kite_train_XC320849 0.wav,Black Kite,train
Black Kite_train_XC320849 1.wav,Black Kite,train
Black Kite_train_XC320849 13.wav,Black Kite,train
Black Kite_train_XC320849 16.wav,Black Kite,train
Black Kite_train_XC320849 17.wav,Black Kite,train
Black Kite_train_XC320849 5.wav,Black Kite,train
Black Kite_train_XC320849 7.wav,Black Kite,train
Black Kite_train_XC320849 9.wav,Black Kite,train
Black Kite_train_XC357357 original.wav,Black Kite,train
Black Kite_train_XC369321 original.wav,Black Kite,train
Black Kite_train_XC372290 1.wav,Black Kite,train
Black Kite_train_XC372290 2.wav,Black Kite,train
Black Kite_train_XC404957 original.wav,Black Kite,train
Black Kite_train_XC406799 0.wav,Black Kite,train
Black Kite_train_XC406799 2.wav,Black Kite,train
Black Kite_train_XC406799 3.wav,Black Kite,train
Black Kite_train_XC407548 original.wav,Black Kite,train
Black Kite_train_XC424088 original.wav,Black Kite,train
Black Kite_train_XC425062 0.wav,Black Kite,train
Black Kite_train_XC428617 1.wav,Black Kite,train
Black Kite_train_XC428617 2.wav,Black Kite,train
Black Kite_train_XC428617 4.wav,Black Kite,train
Black Kite_train_XC428617 5.wav,Black Kite,train
Black Kite_train_XC428618 0.wav,Black Kite,train
Black Kite_train_XC430830 1.wav,Black Kite,train
Black Kite_train_XC431988 0.wav,Black Kite,train
Black Kite_train_XC431988 2.wav,Black Kite,train
Black Kite_train_XC431988 3.wav,Black Kite,train
Black Kite_train_XC436199 1.wav,Black Kite,train
Black Kite_train_XC436199 12.wav,Black Kite,train
Black Kite_train_XC436199 13.wav,Black Kite,train
Black Kite_train_XC436199 3.wav,Black Kite,train
Black Kite_train_XC436199 6.wav,Black Kite,train
Black Kite_train_XC436199 8.wav,Black Kite,train
Black Kite_train_XC464419 0.wav,Black Kite,train
Black Kite_train_XC464419 1.wav,Black Kite,train
Black Kite_train_XC464420 1.wav,Black Kite,train
Black Kite_train_XC465856 0.wav,Black Kite,train
Black Kite_train_XC465965 1.wav,Black Kite,train
Black Kite_train_XC466853 original.wav,Black Kite,train
Black Kite_train_XC467075 original.wav,Black Kite,train
Black Kite_train_XC467754 original.wav,Black Kite,train
Black Kite_train_XC468287 0.wav,Black Kite,train
Black Kite_train_XC475170 original.wav,Black Kite,train
Black Kite_train_XC477874 0.wav,Black Kite,train
Black Kite_train_XC477874 1.wav,Black Kite,train
Black Kite_train_XC477874 10.wav,Black Kite,train
Black Kite_train_XC477874 11.wav,Black Kite,train
Black Kite_train_XC477874 12.wav,Black Kite,train
Black Kite_train_XC477874 14.wav,Black Kite,train
Black Kite_train_XC477874 15.wav,Black Kite,train
Black Kite_train_XC477874 16.wav,Black Kite,train
Black Kite_train_XC477874 18.wav,Black Kite,train
Black Kite_train_XC477874 2.wav,Black Kite,train
Black Kite_train_XC477874 20.wav,Black Kite,train
Black Kite_train_XC477874 21.wav,Black Kite,train
Black Kite_train_XC477874 24.wav,Black Kite,train
Black Kite_train_XC477874 25.wav,Black Kite,train
Black Kite_train_XC477874 28.wav,Black Kite,train
Black Kite_train_XC477874 3.wav,Black Kite,train
Black Kite_train_XC477874 30.wav,Black Kite,train
Black Kite_train_XC477874 31.wav,Black Kite,train
Black Kite_train_XC477874 4.wav,Black Kite,train
Black Kite_train_XC477874 5.wav,Black Kite,train
Black Kite_train_XC477874 6.wav,Black Kite,train
Black Kite_train_XC477874 8.wav,Black Kite,train
Black Kite_train_XC477874 9.wav,Black Kite,train
Black Kite_train_XC481260 0.wav,Black Kite,train
Black Kite_train_XC481260 1.wav,Black Kite,train
Black Kite_train_XC481260 2.wav,Black Kite,train
Black Kite_train_XC481260 3.wav,Black Kite,train
Black Kite_train_XC482564 1.wav,Black Kite,train
Black Kite_train_XC482564 11.wav,Black Kite,train
Black Kite_train_XC482564 2.wav,Black Kite,train
Black Kite_train_XC482564 4.wav,Black Kite,train
Black Kite_train_XC482564 9.wav,Black Kite,train
Black Kite_train_XC483222 0.wav,Black Kite,train
Black Kite_train_XC483228 1.wav,Black Kite,train
Black Kite_train_XC483228 2.wav,Black Kite,train
Black Kite_train_XC483228 4.wav,Black Kite,train
Black Kite_train_XC483348 0.wav,Black Kite,train
Black Kite_train_XC483348 1.wav,Black Kite,train
Black Kite_train_XC483348 2.wav,Black Kite,train
Black Kite_train_XC483348 3.wav,Black Kite,train
Black Kite_train_XC484404 0.wav,Black Kite,train
Black Kite_train_XC484404 2.wav,Black Kite,train
Black Kite_train_XC484404 3.wav,Black Kite,train
Black Kite_train_XC485012 original.wav,Black Kite,train
Black Kite_train_XC485739 3.wav,Black Kite,train
Black Kite_train_XC485740 0.wav,Black Kite,train
Black Kite_train_XC485740 2.wav,Black Kite,train
Black Kite_train_XC485740 3.wav,Black Kite,train
Black Kite_train_XC485741 3.wav,Black Kite,train
Black Kite_train_XC493733 1.wav,Black Kite,train
Black Kite_train_XC493733 3.wav,Black Kite,train
Black Kite_train_XC493733 6.wav,Black Kite,train
Black Kite_train_XC493735 12.wav,Black Kite,train
Black Kite_train_XC493735 13.wav,Black Kite,train
Black Kite_train_XC493735 16.wav,Black Kite,train
Black Kite_train_XC493735 24.wav,Black Kite,train
Black Kite_train_XC493735 4.wav,Black Kite,train
Black Kite_train_XC493735 7.wav,Black Kite,train
Black Kite_train_XC493735 9.wav,Black Kite,train
Black Kite_train_XC493736 1.wav,Black Kite,train
Black Kite_train_XC493736 2.wav,Black Kite,train
Black Kite_train_XC493736 4.wav,Black Kite,train
Black Kite_train_XC493736 5.wav,Black Kite,train
Black Kite_train_XC493737 2.wav,Black Kite,train
Black Kite_train_XC493737 4.wav,Black Kite,train
Black Kite_train_XC493737 9.wav,Black Kite,train
Black Kite_train_XC495129 0.wav,Black Kite,train
Black Kite_train_XC495129 3.wav,Black Kite,train
Black Kite_train_XC495361 10.wav,Black Kite,train
Black Kite_train_XC495361 11.wav,Black Kite,train
Black Kite_train_XC495361 12.wav,Black Kite,train
Black Kite_train_XC495361 13.wav,Black Kite,train
Black Kite_train_XC495361 14.wav,Black Kite,train
Black Kite_train_XC495361 15.wav,Black Kite,train
Black Kite_train_XC495361 17.wav,Black Kite,train
Black Kite_train_XC495361 18.wav,Black Kite,train
Black Kite_train_XC495361 19.wav,Black Kite,train
Black Kite_train_XC495361 2.wav,Black Kite,train
Black Kite_train_XC495361 21.wav,Black Kite,train
Black Kite_train_XC495361 22.wav,Black Kite,train
Black Kite_train_XC495361 23.wav,Black Kite,train
Black Kite_train_XC495361 24.wav,Black Kite,train
Black Kite_train_XC495361 3.wav,Black Kite,train
Black Kite_train_XC495361 4.wav,Black Kite,train
Black Kite_train_XC495361 5.wav,Black Kite,train
Black Kite_train_XC495361 6.wav,Black Kite,train
Black Kite_train_XC495361 7.wav,Black Kite,train
Black Kite_train_XC495361 8.wav,Black Kite,train
Black Kite_train_XC495361 9.wav,Black Kite,train
Black Kite_train_XC495362 0.wav,Black Kite,train
Black Kite_train_XC495362 2.wav,Black Kite,train
Black Kite_train_XC495362 4.wav,Black Kite,train
Black Kite_train_XC495362 5.wav,Black Kite,train
Black Kite_train_XC495362 6.wav,Black Kite,train
Black Kite_train_XC495888 1.wav,Black Kite,train
Black Kite_train_XC495888 2.wav,Black Kite,train
Black Kite_train_XC497474 0.wav,Black Kite,train
Black Kite_train_XC497474 1.wav,Black Kite,train
Black Kite_train_XC497475 1.wav,Black Kite,train
Black Kite_train_XC497475 3.wav,Black Kite,train
Black Kite_train_XC497475 4.wav,Black Kite,train
Black Kite_train_XC498995 0.wav,Black Kite,train
Black Kite_train_XC498995 10.wav,Black Kite,train
Black Kite_train_XC498995 11.wav,Black Kite,train
Black Kite_train_XC498995 12.wav,Black Kite,train
Black Kite_train_XC498995 13.wav,Black Kite,train
Black Kite_train_XC498995 14.wav,Black Kite,train
Black Kite_train_XC498995 15.wav,Black Kite,train
Black Kite_train_XC498995 16.wav,Black Kite,train
Black Kite_train_XC498995 17.wav,Black Kite,train
Black Kite_train_XC498995 18.wav,Black Kite,train
Black Kite_train_XC498995 19.wav,Black Kite,train
Black Kite_train_XC498995 5.wav,Black Kite,train
Black Kite_train_XC498995 7.wav,Black Kite,train
Black Kite_train_XC498995 8.wav,Black Kite,train
Black Kite_train_XC507829 original.wav,Black Kite,train
Black Kite_train_XC511558 11.wav,Black Kite,train
Black Kite_train_XC511558 5.wav,Black Kite,train
Black Kite_train_XC511559 1.wav,Black Kite,train
Black Kite_train_XC511559 10.wav,Black Kite,train
Black Kite_train_XC511559 11.wav,Black Kite,train
Black Kite_train_XC511559 12.wav,Black Kite,train
Black Kite_train_XC511559 14.wav,Black Kite,train
Black Kite_train_XC511559 2.wav,Black Kite,train
Black Kite_train_XC511559 3.wav,Black Kite,train
Black Kite_train_XC511559 5.wav,Black Kite,train
Black Kite_train_XC511559 6.wav,Black Kite,train
Black Kite_train_XC511559 7.wav,Black Kite,train
Black Kite_train_XC538916 original.wav,Black Kite,train
Black Kite_train_XC539037 1.wav,Black Kite,train
Black Kite_train_XC542603 0.wav,Black Kite,train
Black Kite_train_XC542603 11.wav,Black Kite,train
Black Kite_train_XC542603 12.wav,Black Kite,train
Black Kite_train_XC542603 17.wav,Black Kite,train
Black Kite_train_XC542603 19.wav,Black Kite,train
Black Kite_train_XC542603 21.wav,Black Kite,train
Black Kite_train_XC542603 4.wav,Black Kite,train
Black Kite_train_XC542603 5.wav,Black Kite,train
Black Kite_train_XC542603 6.wav,Black Kite,train
Black Kite_train_XC543648 0.wav,Black Kite,train
Black Kite_train_XC543707 19.wav,Black Kite,train
Black Kite_train_XC543707 8.wav,Black Kite,train
Black Kite_train_XC546230 0.wav,Black Kite,train
Black Kite_train_XC546230 1.wav,Black Kite,train
Black Kite_train_XC547503 original.wav,Black Kite,train
Black Kite_train_XC547575 0.wav,Black Kite,train
Black Kite_train_XC547575 6.wav,Black Kite,train
Black Kite_train_XC56176 -original.wav,Black Kite,train
Black Kite_train_XC566222 0.wav,Black Kite,train
Black Kite_train_XC566222 10.wav,Black Kite,train
Black Kite_train_XC566222 11.wav,Black Kite,train
Black Kite_train_XC566222 14.wav,Black Kite,train
Black Kite_train_XC566222 17.wav,Black Kite,train
Black Kite_train_XC566222 20.wav,Black Kite,train
Black Kite_train_XC566222 8.wav,Black Kite,train
Black Kite_train_XC572730 2.wav,Black Kite,train
Black Kite_train_XC572730 3.wav,Black Kite,train
Black Kite_train_XC572730 5.wav,Black Kite,train
Black Kite_train_XC572730 6.wav,Black Kite,train
Black Kite_train_XC572731 0.wav,Black Kite,train
Black Kite_train_XC572731 1.wav,Black Kite,train
